i,1
+,0
-,0
*,0
/,0
^,0
&,0
o,0
<,0
¡,0
=,0
¿,0
>,0
m,0
#,0
%,0
a,0
d,0
[,0
],0
p,0
c,0
~,0
(,0
),0
l,1
l,1
l,1
l,1
},0
